Date,Sd Cd,Sd Nm,Sgg Cd,Sgg Nm,Title,Category1,Value,Unit
2019-12-01,11,서울특별시,11380,은평구,고령인구비율,전체인구,480032,명
2019-12-01,11,서울특별시,11410,서대문구,고령인구비율,65세이상인구,51645,명
2019-12-01,11,서울특별시,11410,서대문구,고령인구비율,고령인구비율,16.6921463362605,%
2019-12-01,11,서울특별시,11410,서대문구,고령인구비율,전체인구,309397,명
2019-12-01,11,서울특별시,11440,마포구,고령인구비율,65세이상인구,52104,명
2019-12-01,11,서울특별시,11440,마포구,고령인구비율,고령인구비율,13.9302471693825,%
2019-12-01,11,서울특별시,11440,마포구,고령인구비율,전체인구,374035,명
2019-12-01,11,서울특별시,11470,양천구,고령인구비율,65세이상인구,61147,명
2019-12-01,11,서울특별시,11470,양천구,고령인구비율,고령인구비율,13.3460652821582,%
2019-12-01,11,서울특별시,11470,양천구,고령인구비율,전체인구,458165,명
2019-12-01,11,서울특별시,11500,강서구,고령인구비율,65세이상인구,83839,명
2019-12-01,11,서울특별시,11500,강서구,고령인구비율,고령인구비율,14.1668750718153,%
2019-12-01,11,서울특별시,11500,강서구,고령인구비율,전체인구,591796,명
2019-12-01,11,서울특별시,11530,구로구,고령인구비율,65세이상인구,64932,명
2019-12-01,11,서울특별시,11530,구로구,고령인구비율,고령인구비율,15.9669899474751,%
2019-12-01,11,서울특별시,11530,구로구,고령인구비율,전체인구,406664,명
2019-12-01,11,서울특별시,11545,금천구,고령인구비율,65세이상인구,37196,명
2019-12-01,11,서울특별시,11545,금천구,고령인구비율,고령인구비율,15.9769769339805,%
2019-12-01,11,서울특별시,11545,금천구,고령인구비율,전체인구,232810,명
2019-12-01,11,서울특별시,11560,영등포구,고령인구비율,65세이상인구,56957,명
2019-12-01,11,서울특별시,11560,영등포구,고령인구비율,고령인구비율,15.4910002774167,%
2019-12-01,11,서울특별시,11560,영등포구,고령인구비율,전체인구,367678,명
2019-12-01,11,서울특별시,11590,동작구,고령인구비율,65세이상인구,61994,명
2019-12-01,11,서울특별시,11590,동작구,고령인구비율,고령인구비율,15.6565133610969,%
2019-12-01,11,서울특별시,11590,동작구,고령인구비율,전체인구,395963,명
2019-12-01,11,서울특별시,11620,관악구,고령인구비율,65세이상인구,74787,명
2019-12-01,11,서울특별시,11620,관악구,고령인구비율,고령인구비율,14.954588537355,%
2019-12-01,11,서울특별시,11620,관악구,고령인구비율,전체인구,500094,명
2019-12-01,11,서울특별시,11650,서초구,고령인구비율,65세이상인구,57036,명
2019-12-01,11,서울특별시,11650,서초구,고령인구비율,고령인구비율,13.2387553211737,%
2019-12-01,11,서울특별시,11650,서초구,고령인구비율,전체인구,430826,명
2019-12-01,11,서울특별시,11680,강남구,고령인구비율,65세이상인구,70896,명
2019-12-01,11,서울특별시,11680,강남구,고령인구비율,고령인구비율,13.0044078074872,%
2019-12-01,11,서울특별시,11680,강남구,고령인구비율,전체인구,545169,명
2019-12-01,11,서울특별시,11710,송파구,고령인구비율,65세이상인구,87182,명
2019-12-01,11,서울특별시,11710,송파구,고령인구비율,고령인구비율,12.8974896480714,%
2019-12-01,11,서울특별시,11710,송파구,고령인구비율,전체인구,675961,명
2019-12-01,11,서울특별시,11740,강동구,고령인구비율,65세이상인구,63341,명
2019-12-01,11,서울특별시,11740,강동구,고령인구비율,고령인구비율,14.5255201608927,%
2019-12-01,11,서울특별시,11740,강동구,고령인구비율,전체인구,436067,명
2019-12-01,26,부산광역시,26000,전체,고령인구비율,65세이상인구,620123,명
2019-12-01,26,부산광역시,26000,전체,고령인구비율,고령인구비율,18.1649643319651,%
2019-12-01,26,부산광역시,26000,전체,고령인구비율,전체인구,3413841,명
2019-12-01,26,부산광역시,26110,중구,고령인구비율,65세이상인구,10744,명
2019-12-01,26,부산광역시,26110,중구,고령인구비율,고령인구비율,25.635886423288,%
2019-12-01,26,부산광역시,26110,중구,고령인구비율,전체인구,41910,명
2019-12-01,26,부산광역시,26140,서구,고령인구비율,65세이상인구,26069,명
2019-12-01,26,부산광역시,26140,서구,고령인구비율,고령인구비율,24.0868898354415,%
2019-12-01,26,부산광역시,26140,서구,고령인구비율,전체인구,108229,명
2019-12-01,26,부산광역시,26170,동구,고령인구비율,65세이상인구,22257,명
2019-12-01,26,부산광역시,26170,동구,고령인구비율,고령인구비율,25.2447116202575,%
2019-12-01,26,부산광역시,26170,동구,고령인구비율,전체인구,88165,명
2019-12-01,26,부산광역시,26200,영도구,고령인구비율,65세이상인구,30116,명
2019-12-01,26,부산광역시,26200,영도구,고령인구비율,고령인구비율,25.8039088003701,%
2019-12-01,26,부산광역시,26200,영도구,고령인구비율,전체인구,116711,명
2019-12-01,26,부산광역시,26230,부산진구,고령인구비율,65세이상인구,67133,명
2019-12-01,26,부산광역시,26230,부산진구,고령인구비율,고령인구비율,18.7585224097463,%
2019-12-01,26,부산광역시,26230,부산진구,고령인구비율,전체인구,357880,명
2019-12-01,26,부산광역시,26260,동래구,고령인구비율,65세이상인구,46863,명
2019-12-01,26,부산광역시,26260,동래구,고령인구비율,고령인구비율,17.276873108274,%
2019-12-01,26,부산광역시,26260,동래구,고령인구비율,전체인구,271247,명
2019-12-01,26,부산광역시,26290,남구,고령인구비율,65세이상인구,51717,명
2019-12-01,26,부산광역시,26290,남구,고령인구비율,고령인구비율,18.8418099679394,%
2019-12-01,26,부산광역시,26290,남구,고령인구비율,전체인구,274480,명
2019-12-01,26,부산광역시,26320,북구,고령인구비율,65세이상인구,45908,명
2019-12-01,26,부산광역시,26320,북구,고령인구비율,고령인구비율,15.7687921630051,%
2019-12-01,26,부산광역시,26320,북구,고령인구비율,전체인구,291132,명
2019-12-01,26,부산광역시,26350,해운대구,고령인구비율,65세이상인구,66218,명
2019-12-01,26,부산광역시,26350,해운대구,고령인구비율,고령인구비율,16.3057556968446,%
2019-12-01,26,부산광역시,26350,해운대구,고령인구비율,전체인구,406102,명
2019-12-01,26,부산광역시,26380,사하구,고령인구비율,65세이상인구,55964,명
2019-12-01,26,부산광역시,26380,사하구,고령인구비율,고령인구비율,17.4340506660353,%
2019-12-01,26,부산광역시,26380,사하구,고령인구비율,전체인구,321004,명
2019-12-01,26,부산광역시,26410,금정구,고령인구비율,65세이상인구,46642,명
2019-12-01,26,부산광역시,26410,금정구,고령인구비율,고령인구비율,19.5104198910743,%
2019-12-01,26,부산광역시,26410,금정구,고령인구비율,전체인구,239062,명
2019-12-01,26,부산광역시,26440,강서구,고령인구비율,65세이상인구,15183,명
2019-12-01,26,부산광역시,26440,강서구,고령인구비율,고령인구비율,11.7183520367998,%
2019-12-01,26,부산광역시,26440,강서구,고령인구비율,전체인구,129566,명
2019-12-01,26,부산광역시,26470,연제구,고령인구비율,65세이상인구,37891,명
2019-12-01,26,부산광역시,26470,연제구,고령인구비율,고령인구비율,18.0954655077724,%
2019-12-01,26,부산광역시,26470,연제구,고령인구비율,전체인구,209395,명
2019-12-01,26,부산광역시,26500,수영구,고령인구비율,65세이상인구,35661,명
2019-12-01,26,부산광역시,26500,수영구,고령인구비율,고령인구비율,20.2449076912596,%
2019-12-01,26,부산광역시,26500,수영구,고령인구비율,전체인구,176148,명
2019-12-01,26,부산광역시,26530,사상구,고령인구비율,65세이상인구,36409,명
2019-12-01,26,부산광역시,26530,사상구,고령인구비율,고령인구비율,16.6941777398736,%
2019-12-01,26,부산광역시,26530,사상구,고령인구비율,전체인구,218094,명
2019-12-01,26,부산광역시,26710,기장군,고령인구비율,65세이상인구,25348,명
2019-12-01,26,부산광역시,26710,기장군,고령인구비율,고령인구비율,15.388911823988,%
2019-12-01,26,부산광역시,26710,기장군,고령인구비율,전체인구,164716,명
2019-12-01,27,대구광역시,27000,전체,고령인구비율,65세이상인구,379277,명
2019-12-01,27,대구광역시,27000,전체,고령인구비율,고령인구비율,15.5566930855268,%
2019-12-01,27,대구광역시,27000,전체,고령인구비율,전체인구,2438031,명
2019-12-01,27,대구광역시,27110,중구,고령인구비율,65세이상인구,15597,명
2019-12-01,27,대구광역시,27110,중구,고령인구비율,고령인구비율,20.1456969039408,%
2019-12-01,27,대구광역시,27110,중구,고령인구비율,전체인구,77421,명
2019-12-01,27,대구광역시,27140,동구,고령인구비율,65세이상인구,64014,명
2019-12-01,27,대구광역시,27140,동구,고령인구비율,고령인구비율,18.5295931038675,%
2019-12-01,27,대구광역시,27140,동구,고령인구비율,전체인구,345469,명
2019-12-01,27,대구광역시,27170,서구,고령인구비율,65세이상인구,36752,명
2019-12-01,27,대구광역시,27170,서구,고령인구비율,고령인구비율,20.9679535820444,%
2019-12-01,27,대구광역시,27170,서구,고령인구비율,전체인구,175277,명
2019-12-01,27,대구광역시,27200,남구,고령인구비율,65세이상인구,32987,명
2019-12-01,27,대구광역시,27200,남구,고령인구비율,고령인구비율,22.2715089154902,%
2019-12-01,27,대구광역시,27200,남구,고령인구비율,전체인구,148113,명
2019-12-01,27,대구광역시,27230,북구,고령인구비율,65세이상인구,60120,명
2019-12-01,27,대구광역시,27230,북구,고령인구비율,고령인구비율,13.7351214274291,%
2019-12-01,27,대구광역시,27230,북구,고령인구비율,전체인구,437710,명
2019-12-01,27,대구광역시,27260,수성구,고령인구비율,65세이상인구,63474,명
2019-12-01,27,대구광역시,27260,수성구,고령인구비율,고령인구비율,14.8091289598567,%
2019-12-01,27,대구광역시,27260,수성구,고령인구비율,전체인구,428614,명
2019-12-01,27,대구광역시,27290,달서구,고령인구비율,65세이상인구,75775,명
2019-12-01,27,대구광역시,27290,달서구,고령인구비율,고령인구비율,13.3198684448757,%
2019-12-01,27,대구광역시,27290,달서구,고령인구비율,전체인구,568887,명
2019-12-01,27,대구광역시,27710,달성군,고령인구비율,65세이상인구,30558,명
2019-12-01,27,대구광역시,27710,달성군,고령인구비율,고령인구비율,11.9115927340766,%
2019-12-01,27,대구광역시,27710,달성군,고령인구비율,전체인구,256540,명
2019-12-01,28,인천광역시,28000,전체,고령인구비율,65세이상인구,384548,명
2019-12-01,28,인천광역시,28000,전체,고령인구비율,고령인구비율,13.0045525470523,%
2019-12-01,28,인천광역시,28000,전체,고령인구비율,전체인구,2957026,명
2019-12-01,28,인천광역시,28110,중구,고령인구비율,65세이상인구,19076,명
2019-12-01,28,인천광역시,28110,중구,고령인구비율,고령인구비율,14.1162541162541,%
2019-12-01,28,인천광역시,28110,중구,고령인구비율,전체인구,135135,명
2019-12-01,28,인천광역시,28140,동구,고령인구비율,65세이상인구,13751,명
2019-12-01,28,인천광역시,28140,동구,고령인구비율,고령인구비율,21.3435360951154,%
2019-12-01,28,인천광역시,28140,동구,고령인구비율,전체인구,64427,명
2019-12-01,28,인천광역시,28177,미추홀구,고령인구비율,65세이상인구,65642,명
2019-12-01,28,인천광역시,28177,미추홀구,고령인구비율,고령인구비율,16.0548057779887,%
2019-12-01,28,인천광역시,28177,미추홀구,고령인구비율,전체인구,408862,명
2019-12-01,28,인천광역시,28185,연수구,고령인구비율,65세이상인구,34346,명
2019-12-01,28,인천광역시,28185,연수구,고령인구비율,고령인구비율,9.37007229573046,%
2019-12-01,28,인천광역시,28185,연수구,고령인구비율,전체인구,366550,명
2019-12-01,28,인천광역시,28200,남동구,고령인구비율,65세이상인구,66423,명
2019-12-01,28,인천광역시,28200,남동구,고령인구비율,고령인구비율,12.4690259506217,%
2019-12-01,28,인천광역시,28200,남동구,고령인구비율,전체인구,532704,명
2019-12-01,28,인천광역시,28237,부평구,고령인구비율,65세이상인구,69549,명
2019-12-01,28,인천광역시,28237,부평구,고령인구비율,고령인구비율,13.5950208863964,%
2019-12-01,28,인천광역시,28237,부평구,고령인구비율,전체인구,511577,명
2019-12-01,28,인천광역시,28245,계양구,고령인구비율,65세이상인구,35043,명
2019-12-01,28,인천광역시,28245,계양구,고령인구비율,고령인구비율,11.5473966210939,%
2019-12-01,28,인천광역시,28245,계양구,고령인구비율,전체인구,303471,명
2019-12-01,28,인천광역시,28260,서구,고령인구비율,65세이상인구,53691,명
2019-12-01,28,인천광역시,28260,서구,고령인구비율,고령인구비율,9.85959203461168,%
2019-12-01,28,인천광역시,28260,서구,고령인구비율,전체인구,544556,명
2019-12-01,28,인천광역시,28710,강화군,고령인구비율,65세이상인구,21902,명
2019-12-01,28,인천광역시,28710,강화군,고령인구비율,고령인구비율,31.6603544479459,%
2019-12-01,28,인천광역시,28710,강화군,고령인구비율,전체인구,69178,명
2019-12-01,28,인천광역시,28720,옹진군,고령인구비율,65세이상인구,5125,명
2019-12-01,28,인천광역시,28720,옹진군,고령인구비율,고령인구비율,24.9197704949917,%
2019-12-01,28,인천광역시,28720,옹진군,고령인구비율,전체인구,20566,명
2019-12-01,29,광주광역시,29000,전체,고령인구비율,65세이상인구,195479,명
2019-12-01,29,광주광역시,29000,전체,고령인구비율,고령인구비율,13.4214414597506,%
2019-12-01,29,광주광역시,29000,전체,고령인구비율,전체인구,1456468,명
2019-12-01,29,광주광역시,29110,동구,고령인구비율,65세이상인구,21138,명
2019-12-01,29,광주광역시,29110,동구,고령인구비율,고령인구비율,21.4413957498605,%
2019-12-01,29,광주광역시,29110,동구,고령인구비율,전체인구,98585,명
2019-12-01,29,광주광역시,29140,서구,고령인구비율,65세이상인구,40246,명
2019-12-01,29,광주광역시,29140,서구,고령인구비율,고령인구비율,13.3718747404269,%
2019-12-01,29,광주광역시,29140,서구,고령인구비율,전체인구,300975,명
2019-12-01,29,광주광역시,29155,남구,고령인구비율,65세이상인구,36162,명
2019-12-01,29,광주광역시,29155,남구,고령인구비율,고령인구비율,16.5835091259286,%
2019-12-01,29,광주광역시,29155,남구,고령인구비율,전체인구,218060,명
2019-12-01,29,광주광역시,29170,북구,고령인구비율,65세이상인구,61446,명
2019-12-01,29,광주광역시,29170,북구,고령인구비율,고령인구비율,14.1733155261537,%
2019-12-01,29,광주광역시,29170,북구,고령인구비율,전체인구,433533,명
2019-12-01,29,광주광역시,29200,광산구,고령인구비율,65세이상인구,36487,명
2019-12-01,29,광주광역시,29200,광산구,고령인구비율,고령인구비율,9.00213414258046,%
2019-12-01,29,광주광역시,29200,광산구,고령인구비율,전체인구,405315,명
2019-12-01,30,대전광역시,30000,전체,고령인구비율,65세이상인구,198691,명
2019-12-01,30,대전광역시,30000,전체,고령인구비율,고령인구비율,13.4717636130642,%
2019-12-01,30,대전광역시,30000,전체,고령인구비율,전체인구,1474870,명
2019-12-01,30,대전광역시,30110,동구,고령인구비율,65세이상인구,40621,명
2019-12-01,30,대전광역시,30110,동구,고령인구비율,고령인구비율,17.912784262538,%
2019-12-01,30,대전광역시,30110,동구,고령인구비율,전체인구,226771,명
2019-12-01,30,대전광역시,30140,중구,고령인구비율,65세이상인구,43648,명
2019-12-01,30,대전광역시,30140,중구,고령인구비율,고령인구비율,18.1508942791914,%
2019-12-01,30,대전광역시,30140,중구,고령인구비율,전체인구,240473,명
2019-12-01,30,대전광역시,30170,서구,고령인구비율,65세이상인구,57201,명
2019-12-01,30,대전광역시,30170,서구,고령인구비율,고령인구비율,11.886613662717,%
2019-12-01,30,대전광역시,30170,서구,고령인구비율,전체인구,481222,명
2019-12-01,30,대전광역시,30200,유성구,고령인구비율,65세이상인구,31182,명
2019-12-01,30,대전광역시,30200,유성구,고령인구비율,고령인구비율,8.92513159288211,%
2019-12-01,30,대전광역시,30200,유성구,고령인구비율,전체인구,349373,명
2019-12-01,30,대전광역시,30230,대덕구,고령인구비율,65세이상인구,26039,명
2019-12-01,30,대전광역시,30230,대덕구,고령인구비율,고령인구비율,14.708723330942,%
2019-12-01,30,대전광역시,30230,대덕구,고령인구비율,전체인구,177031,명
2019-12-01,31,울산광역시,31000,전체,고령인구비율,65세이상인구,132565,명
2019-12-01,31,울산광역시,31000,전체,고령인구비율,고령인구비율,11.5472827540311,%
2019-12-01,31,울산광역시,31000,전체,고령인구비율,전체인구,1148019,명
2019-12-01,31,울산광역시,31110,중구,고령인구비율,65세이상인구,31023,명
2019-12-01,31,울산광역시,31110,중구,고령인구비율,고령인구비율,13.87550820508,%
2019-12-01,31,울산광역시,31110,중구,고령인구비율,전체인구,223581,명
2019-12-01,31,울산광역시,31140,남구,고령인구비율,65세이상인구,36318,명
2019-12-01,31,울산광역시,31140,남구,고령인구비율,고령인구비율,11.2155247221442,%
2019-12-01,31,울산광역시,31140,남구,고령인구비율,전체인구,323819,명
2019-12-01,31,울산광역시,31170,동구,고령인구비율,65세이상인구,18189,명
2019-12-01,31,울산광역시,31170,동구,고령인구비율,고령인구비율,11.3926191311319,%
2019-12-01,31,울산광역시,31170,동구,고령인구비율,전체인구,159656,명
2019-12-01,31,울산광역시,31200,북구,고령인구비율,65세이상인구,16449,명
2019-12-01,31,울산광역시,31200,북구,고령인구비율,고령인구비율,7.55248030266855,%
2019-12-01,31,울산광역시,31200,북구,고령인구비율,전체인구,217796,명
2019-12-01,31,울산광역시,31710,울주군,고령인구비율,65세이상인구,30586,명
2019-12-01,31,울산광역시,31710,울주군,고령인구비율,고령인구비율,13.705431358579,%
2019-12-01,31,울산광역시,31710,울주군,고령인구비율,전체인구,223167,명
2019-12-01,36,세종특별자치시,36000,전체,고령인구비율,65세이상인구,31949,명
2019-12-01,36,세종특별자치시,36000,전체,고령인구비율,고령인구비율,9.38089994861631,%
2019-12-01,36,세종특별자치시,36000,전체,고령인구비율,전체인구,340575,명
2019-12-01,41,경기도,41000,전체,고령인구비율,65세이상인구,1651341,명
2019-12-01,41,경기도,41000,전체,고령인구비율,고령인구비율,12.4726786914413,%
2019-12-01,41,경기도,41000,전체,고령인구비율,전체인구,13239666,명
2019-12-01,41,경기도,41110,수원시,고령인구비율,65세이상인구,123647,명
2019-12-01,41,경기도,41110,수원시,고령인구비율,고령인구비율,10.3516637155547,%
2019-12-01,41,경기도,41110,수원시,고령인구비율,전체인구,1194465,명
2019-12-01,41,경기도,41130,성남시,고령인구비율,65세이상인구,125807,명
2019-12-01,41,경기도,41130,성남시,고령인구비율,고령인구비율,13.3450511496472,%
2019-12-01,41,경기도,41130,성남시,고령인구비율,전체인구,942724,명
2019-12-01,41,경기도,41150,의정부시,고령인구비율,65세이상인구,65272,명
2019-12-01,41,경기도,41150,의정부시,고령인구비율,고령인구비율,14.4449263944338,%
2019-12-01,41,경기도,41150,의정부시,고령인구비율,전체인구,451868,명
2019-12-01,41,경기도,41170,안양시,고령인구비율,65세이상인구,71643,명
2019-12-01,41,경기도,41170,안양시,고령인구비율,고령인구비율,12.634469282807,%
2019-12-01,41,경기도,41170,안양시,고령인구비율,전체인구,567044,명
2019-12-01,41,경기도,41190,부천시,고령인구비율,65세이상인구,104089,명
2019-12-01,41,경기도,41190,부천시,고령인구비율,고령인구비율,12.5409038115846,%
2019-12-01,41,경기도,41190,부천시,고령인구비율,전체인구,829996,명
2019-12-01,41,경기도,41210,광명시,고령인구비율,65세이상인구,41397,명
2019-12-01,41,경기도,41210,광명시,고령인구비율,고령인구비율,13.0774722636407,%
2019-12-01,41,경기도,41210,광명시,고령인구비율,전체인구,316552,명
2019-12-01,41,경기도,41220,평택시,고령인구비율,65세이상인구,61910,명
2019-12-01,41,경기도,41220,평택시,고령인구비율,고령인구비율,12.0675909844901,%
2019-12-01,41,경기도,41220,평택시,고령인구비율,전체인구,513027,명
2019-12-01,41,경기도,41250,동두천시,고령인구비율,65세이상인구,18344,명
2019-12-01,41,경기도,41250,동두천시,고령인구비율,고령인구비율,19.3567448927908,%
2019-12-01,41,경기도,41250,동두천시,고령인구비율,전체인구,94768,명
2019-12-01,41,경기도,41270,안산시,고령인구비율,65세이상인구,66438,명
2019-12-01,41,경기도,41270,안산시,고령인구비율,고령인구비율,10.2068156050378,%
2019-12-01,41,경기도,41270,안산시,고령인구비율,전체인구,650918,명
2019-12-01,41,경기도,41280,고양시,고령인구비율,65세이상인구,135272,명
2019-12-01,41,경기도,41280,고양시,고령인구비율,고령인구비율,12.6855041163744,%
2019-12-01,41,경기도,41280,고양시,고령인구비율,전체인구,1066351,명
2019-12-01,41,경기도,41290,과천시,고령인구비율,65세이상인구,8084,명
2019-12-01,41,경기도,41290,과천시,고령인구비율,고령인구비율,13.8688260220625,%
2019-12-01,41,경기도,41290,과천시,고령인구비율,전체인구,58289,명
2019-12-01,41,경기도,41310,구리시,고령인구비율,65세이상인구,25159,명
2019-12-01,41,경기도,41310,구리시,고령인구비율,고령인구비율,12.6259001831732,%
2019-12-01,41,경기도,41310,구리시,고령인구비율,전체인구,199265,명
2019-12-01,41,경기도,41360,남양주시,고령인구비율,65세이상인구,93007,명
2019-12-01,41,경기도,41360,남양주시,고령인구비율,고령인구비율,13.2520695895017,%
2019-12-01,41,경기도,41360,남양주시,고령인구비율,전체인구,701830,명
2019-12-01,41,경기도,41370,오산시,고령인구비율,65세이상인구,20257,명
2019-12-01,41,경기도,41370,오산시,고령인구비율,고령인구비율,8.94826816975073,%
2019-12-01,41,경기도,41370,오산시,고령인구비율,전체인구,226379,명
2019-12-01,41,경기도,41390,시흥시,고령인구비율,65세이상인구,41403,명
2019-12-01,41,경기도,41390,시흥시,고령인구비율,고령인구비율,8.74067412314591,%
2019-12-01,41,경기도,41390,시흥시,고령인구비율,전체인구,473682,명
2019-12-01,41,경기도,41410,군포시,고령인구비율,65세이상인구,33726,명
2019-12-01,41,경기도,41410,군포시,고령인구비율,고령인구비율,12.2261212534257,%
2019-12-01,41,경기도,41410,군포시,고령인구비율,전체인구,275852,명
2019-12-01,41,경기도,41430,의왕시,고령인구비율,65세이상인구,20823,명
2019-12-01,41,경기도,41430,의왕시,고령인구비율,고령인구비율,12.9212611617531,%
2019-12-01,41,경기도,41430,의왕시,고령인구비율,전체인구,161153,명
2019-12-01,41,경기도,41450,하남시,고령인구비율,65세이상인구,33597,명
2019-12-01,41,경기도,41450,하남시,고령인구비율,고령인구비율,12.3312106586409,%
2019-12-01,41,경기도,41450,하남시,고령인구비율,전체인구,272455,명
2019-12-01,41,경기도,41460,용인시,고령인구비율,65세이상인구,133817,명
2019-12-01,41,경기도,41460,용인시,고령인구비율,고령인구비율,12.6289036805086,%
2019-12-01,41,경기도,41460,용인시,고령인구비율,전체인구,1059609,명
2019-12-01,41,경기도,41480,파주시,고령인구비율,65세이상인구,60663,명
2019-12-01,41,경기도,41480,파주시,고령인구비율,고령인구비율,13.3607171174346,%
2019-12-01,41,경기도,41480,파주시,고령인구비율,전체인구,454040,명
2019-12-01,41,경기도,41500,이천시,고령인구비율,65세이상인구,29245,명
2019-12-01,41,경기도,41500,이천시,고령인구비율,고령인구비율,13.5497650972507,%
2019-12-01,41,경기도,41500,이천시,고령인구비율,전체인구,215834,명
2019-12-01,41,경기도,41550,안성시,고령인구비율,65세이상인구,30729,명
2019-12-01,41,경기도,41550,안성시,고령인구비율,고령인구비율,16.7547231536763,%
2019-12-01,41,경기도,41550,안성시,고령인구비율,전체인구,183405,명
2019-12-01,41,경기도,41570,김포시,고령인구비율,65세이상인구,52278,명
2019-12-01,41,경기도,41570,김포시,고령인구비율,고령인구비율,11.9568822174598,%
2019-12-01,41,경기도,41570,김포시,고령인구비율,전체인구,437221,명
2019-12-01,41,경기도,41590,화성시,고령인구비율,65세이상인구,69434,명
2019-12-01,41,경기도,41590,화성시,고령인구비율,고령인구비율,8.51537167216911,%
2019-12-01,41,경기도,41590,화성시,고령인구비율,전체인구,815396,명
2019-12-01,41,경기도,41610,광주시,고령인구비율,65세이상인구,46344,명
2019-12-01,41,경기도,41610,광주시,고령인구비율,고령인구비율,12.4362008726594,%
2019-12-01,41,경기도,41610,광주시,고령인구비율,전체인구,372654,명
2019-12-01,41,경기도,41630,양주시,고령인구비율,65세이상인구,33412,명
2019-12-01,41,경기도,41630,양주시,고령인구비율,고령인구비율,15.0291929433144,%
2019-12-01,41,경기도,41630,양주시,고령인구비율,전체인구,222314,명
2019-12-01,41,경기도,41650,포천시,고령인구비율,65세이상인구,27615,명
2019-12-01,41,경기도,41650,포천시,고령인구비율,고령인구비율,18.6111242156909,%
2019-12-01,41,경기도,41650,포천시,고령인구비율,전체인구,148379,명
2019-12-01,41,경기도,41670,여주시,고령인구비율,65세이상인구,23068,명
2019-12-01,41,경기도,41670,여주시,고령인구비율,고령인구비율,20.7664539128399,%
2019-12-01,41,경기도,41670,여주시,고령인구비율,전체인구,111083,명
